source_division,name,alliance,cards,source_deck_descriptor,vanilla_deck_name_key,ysmxwifxwto_limited_code,ysmxwifxwto_unlimited_code,vanilla_official_icon_code,ysmxwifxwto_official_icon_code
Descriptor_Deck_Division_US_24th_Inf_multi,24TH INFANTRY DIVISION (MECH.),NATO,35,Descriptor_Deck_US_24th_Inf_multi,RZRPDDGIES,FhLzAaMMYGxgAAALZAAAAWyAAAAGSAACB98AxEAYYBjwH4gPuAPxgfcACKAA+ATOAB8AIcAx4BaABj4AtQAcgAHgAAAfYAAAAA8AACAfIAAAD7QAAAH2gAAQDDgAAgAcAABAA4AAACAIAmYAEAAAAAjAAcgQAgGPAAZAAAABEAACACwAAAD8gAAAH5AAAQIGgAAgaoAABAOAAACAbwAAAQA=,FhLzCaMMYGxgAAALZAAAAWyAAAAGSAACB98AxEAYYBjwH4gPuAPxgfcACKAA+ATOAB8AIcAx4BaABj4AtQAcgAHgAAAfYAAAAA8AACAfIAAAD7QAAAH2gAAQDDgAAgAcAABAA4AAACAIAmYAEAAAAAjAAcgQAgGPAAZAAAABEAACACwAAAD8gAAAH5AAAQIGgAAgaoAABAOAAACAbwAAAQA=,FhI0DRhbNjAABbIAALZAAAMkABPvhiIMMMePxH3B+M+4BFAHwmcA+BDhjwtAMfBagOQA8AAPsAAAB4ABD5AAB9oAAPtAAIYcABAOAAIBwAAQBBMwCAAABGAOSAEMeAMgAACIABAWAAB+QAAPyAAJA0ABNUAAIcAABDeAAAg=,FhgAAAAGntBG2AAAB5I0DRhjA2MAAABbIAAAC2QAAAAyQAAQPvgGIgDDAMeA/EB9wB+MD7gARQAHwCZwAPgBDgGPALQAMfAFqADkAA8AAAD7AAAAAHgAAQD5AAAAfaAAAA+0AACAYcAAEADgAAIAHAAAAQBAEzAAgAAAAEYADkCAEAx4ADIAAAAIgAAQAWAAAAfkAAAA/IAACBA0AAEDVAAAIBwAAAQDeAAACA==
Descriptor_Deck_Division_UK_2nd_Infantry_multi,2ND INFANTRY DIVISION,NATO,35,Descriptor_Deck_UK_2nd_Infantry_multi,MRGDDWWHJW,FhLzAaMUUCT4AAABtYAAAAeQAAACLwAAECOwERAArAERAArAERAArAERACNoERABkAIcECNIA/UCNQA/UEJ4BBsAq4EREAfQA/UAewAAEAewAAECIoAAAAfYAAEGdQAAEGdQAAEGdQAAECLQEVEAgoAAEAeIAAECLQEYACQYEVECKoEVECUwEREAfgAAECL4AAECMQAAEAhAAAECPYAAEBYoAAAg,FhLzCaMUUCT4AAABtYAAAAeQAAACLwAAECOwERAArAERAArAERAArAERACNoERABkAIcECNIA/UCNQA/UEJ4BBsAq4EREAfQA/UAewAAEAewAAECIoAAAAfYAAEGdQAAEGdQAAEGdQAAECLQEVEAgoAAEAeIAAECLQEYACQYEVECKoEVECUwEREAfgAAECL4AAECMQAAEAhAAAECPYAAEBYoAAAg,FhF8aMTUk+AABtYAAB5AAAi8AASOxEQCsERAKwREArBEQI2kRAZAhwSNIP1I1A/VCeEGwq5ERB9A/UHsAAQewABIigAAH2AAWdQABZ1AAFnUAASLRFRCCgAEHiAASLRGAJBkVEiqRUSUxERB+AAEi+AASMQABCEAAEj2AARYoAAI,FhgAAAAGntBG2AAAB5F8aMUUCT4AAABtYAAAAeQAAACLwAAECOwERAArAERAArAERAArAERACNoERABkAIcECNIA/UCNQA/UEJ4BBsAq4EREAfQA/UAewAAEAewAAECIoAAAAfYAAEGdQAAEGdQAAEGdQAAECLQEVEAgoAAEAeIAAECLQEYACQYEVECKoEVECUwEREAfgAAECL4AAECMQAAEAhAAAECPYAAEBYoAAAg=
Descriptor_Deck_Division_US_2nd_Marine_multi,2ND MARINE DIVISION,NATO,36,Descriptor_Deck_US_2nd_Marine_multi,TBIGFRMHUM,FhLzAaQUYEDwAAEED4AAEGGoAAIF4gBiEF4YMNkF4wBiEF3ALz0F3wBiEF3wBiEF4oBiEF3QAe0F2wAe0F2wAe4F44AAEF5AAAEF5IAAEF5gAAEF7wAAEF7YAAEHVoIHEF4ALykHVYAAEF6ABiEF3YAe0F7AAAEF7AAAEGGQAAEF64AAEGGgAAEGI4AAEGIoAAEFXgAAEGKgAAEGGYAAEGLIAAEGMoAAAg==,FhLzCaQUYEDwAAEED4AAEGGoAAIF4gBiEF4YMNkF4wBiEF3ALz0F3wBiEF3wBiEF4oBiEF3QAe0F2wAe0F2wAe4F44AAEF5AAAEF5IAAEF5gAAEF7wAAEF7YAAEHVoIHEF4ALykHVYAAEF6ABiEF3YAe0F7AAAEF7AAAEGGQAAEF64AAEGGgAAEGI4AAEGIoAAEFXgAAEGKgAAEGGYAAEGLIAAEGMoAAAg==,FhJyZpBNkDwABQPgAFhqAAl4gYhXhsNleMGIV3C89XfBiFd8GIV4oYhXdAe1dsB7V2wHuXjgAFeQAAV5IABXmAAFe8AAV7YABdWoHFeAvKXVYABXoBiFd2B7V7AABXsAAFhkAAV64ABYaAAFiOAAWIoABVeAAFioAAWGYABYsgAFjKAACA==,FhgAAAAGntBG2AAAB5JyZpBRgQPAAAQQPgAAQYagAAgXiAGIQXhgw2QXjAGIQXcAvPQXfAGIQXfAGIQXigGIQXdAB7QXbAB7QXbAB7gXjgAAQXkAAAQXkgAAQXmAAAQXvAAAQXtgAAQdWggcQXgAvKQdVgAAQXoAGIQXdgB7QXsAAAQXsAAAQYZAAAQXrgAAQYaAAAQYjgAAQYigAAQVeAAAQYqAAAQYZgAAQYsgAAQYygAACA==
Descriptor_Deck_Division_US_35th_Inf_multi,35TH INFANTRY DIVISION (MECH.),NATO,36,Descriptor_Deck_US_35th_Inf_multi,IQBGXZCRGB,FhLzAaQUUC8QBiEEmABiEC8YBiEC8YBiEEnwBiEBaABj0ElgBj0EnoAAEEnoAAAD7AAAAD7AAAEEjYAAEEjgAAEEjgAAEEQgAAEEjoAAEEjIAAEEjIAAEElwBiEElwBiEEnABj4EuAAAEElYAAEEAIBj0EjQAAEDggAAEBooBiEEt4AAAEuIAAAEuIAAEAXgAAEEa4AAAEjwAAEEuQAAEEuYAAEEvAAAAg==,FhLzCaQUUC8QBiEEmABiEC8YBiEC8YBiEEnwBiEBaABj0ElgBj0EnoAAEEnoAAAD7AAAAD7AAAEEjYAAEEjgAAEEjgAAEEQgAAEEjoAAEEjIAAEEjIAAEElwBiEElwBiEEnABj4EuAAAEElYAAEEAIBj0EjQAAEDggAAEBooBiEEt4AAAEuIAAAEuIAAEAXgAAEEa4AAAEjwAAEEuQAAEEuYAAEEvAAAAg==,FhJlppBNS8QYhSYBiEvGGIS8YYhSfBiEWgGPUlgY9SegAFJ6AAD7AAAPsAAFI2AAUjgABSOAAFEIAAUjoABSMgAFIyAAUlwYhSXBiFJwGPkuAABSVgAFACGPUjQABOCAAEaKGIUt4AAS4gABLiAAQXgABRrgABI8AAUuQABS5gAFLwAACA==,FhgAAAAGntBG2AAAB5JlppBRQLxAGIQSYAGIQLxgGIQLxgGIQSfAGIQFoAGPQSWAGPQSegAAQSegAAAPsAAAAPsAAAQSNgAAQSOAAAQSOAAAQRCAAAQSOgAAQSMgAAQSMgAAQSXAGIQSXAGIQScAGPgS4AAAQSVgAAQQAgGPQSNAAAQOCAAAQGigGIQS3gAAAS4gAAAS4gAAQBeAAAQRrgAAASPAAAQS5AAAQS5gAAQS8AAACA==
Descriptor_Deck_Division_US_3rd_Arm_multi,3RD ARMORED DIVISION,NATO,35,Descriptor_Deck_US_3rd_Arm_multi,UNCZVMGPSQ,FhLzAaMUYCXwApQARQApUBM4AH0BM4AH0AQ4BiEARgBM0DIIAe0AEAAAEAGwAAEAlIBj0AlIBj0ADIAAEAFgAAAA3wAAAACAAAAACAAAEAXwAAEADYAAEADYAAEADYAAAADQAAAADQAAEA2AAAEA2IAAECXgAAAAXYAAAAXYAAABf4BjwAEQAAEA4oAAEA2wAAEA3AAAAADQAAAAYAAAEAFAAAAg,FhLzCaMUYCXwApQARQApUBM4AH0BM4AH0AQ4BiEARgBM0DIIAe0AEAAAEAGwAAEAlIBj0AlIBj0ADIAAEAFgAAAA3wAAAACAAAAACAAAEAXwAAEADYAAEADYAAEADYAAAADQAAAADQAAEA2AAAEA2IAAECXgAAAAXYAAAAXYAAABf4BjwAEQAAEA4oAAEA2wAAEA3AAAAADQAAAAYAAAEAFAAAAg,FhE00YmxL4FKAigUqJnAPomcA+ghwxCCMCZpkED2gIAACA2AAISkMehKQx6AZAAICwAABvgAAAQAAABAAAgvgACAbAAIBsAAgGwAAAaAAABoAAhsAACGxAAJLwAAAuwAAC7AAAv8MeAIgACHFAAIbYAAhuAAAAaAAAMAAAgKAAAQ,FhgAAAAGntBG2AAAB5E00YowEvgBSgAigBSoCZwAPoCZwAPoAhwDEIAjACZoGQQA9oAIAAAIANgAAIBKQDHoBKQDHoAGQAAIALAAAABvgAAAAEAAAAAEAAAIAvgAAIAGwAAIAGwAAIAGwAAAAGgAAAAGgAAIBsAAAIBsQAAIEvAAAAAuwAAAAuwAAAC/wDHgAIgAAIBxQAAIBtgAAIBuAAAAAGgAAAAwAAAIAKAAABA=
Descriptor_Deck_Division_NL_4e_Divisie_multi,4E DIVISIE,NATO,35,Descriptor_Deck_NL_4e_Divisie_multi,LXNFRYRRJZ,FhLzAaMUUCaAAAACaIAAACaIAAAESAAAEDxAEzkDxIEzkDxQEzkDxIEzkCl4FokESgFg0ESgFg0C7QFDkC7QFDgCzYAAACzYAAEE2gAAECwwAAEE2gAAEE2oAAEE2oAAEE2oAAECyAAAECagAAEDFwFg0DGIGg4Cv4Fg0C0gAAECioFDkC3IFg0CpQAAECjQFDkDVQAAIERIAAEDWAAAEDVYAAAg,FhLzCaMUUCaAAAACaIAAACaIAAAESAAAEDxAEzkDxIEzkDxQEzkDxIEzkCl4FokESgFg0ESgFg0C7QFDkC7QFDgCzYAAACzYAAEE2gAAECwwAAEE2gAAEE2oAAEE2oAAEE2oAAECyAAAECagAAEDFwFg0DGIGg4Cv4Fg0C0gAAECioFDkC3IFg0CpQAAECjQFDkDVQAAIERIAAEDWAAAEDVYAAAg,FhHrmjE1JoAAAmiAACaIAARIAAE8QTOTxJM5PFEzk8STOSl5aJRKFg1EoWDS7RQ5LtFDgs2AACzYABTaAAEsMAAU2gABTagAFNqAAU2oABLIAAEmoAATFxYNMYmg4r+WDS0gABKKlDktyWDSpQABKNFDk1UAAkRIABNYAAE1WAAC,FhgAAAAGntBG2AAAB5HrmjFFAmgAAAAmiAAAAmiAAABEgAABA8QBM5A8SBM5A8UBM5A8SBM5ApeBaJBEoBYNBEoBYNAu0BQ5Au0BQ4As2AAAAs2AABBNoAABAsMAABBNoAABBNqAABBNqAABBNqAABAsgAABAmoAABAxcBYNAxiBoOAr+BYNAtIAABAoqBQ5AtyBYNAqUAABAo0BQ5A1UAACBESAABA1gAABA1WAAAI=
Descriptor_Deck_Division_UK_4th_Armoured_multi,4TH ARMOURED DIVISION,NATO,37,Descriptor_Deck_UK_4th_Armoured_multi,CISOZFOUBO,FhLzAaUUQCdYAAAEE4AAACLwAAECLABBkEU4BBkEU4BBkCJIIK0BvoEVECOYEREBjwIKkBkAESgAe4AAEAf4AAEAewAAECJgAAECJgAAEEFoAAECJwAAECJwAAECJoAAECJoAAECJoAAEBOQAAEE3gBBkDIAEVEAgoAAEEKIAAECIwEREDx4GKUAfgAAICMIAAECMQAAECPIAAEE3YAAEAywAAEAewAAECMwAAAg,FhLzCaUUQCdYAAAEE4AAACLwAAECLABBkEU4BBkEU4BBkCJIIK0BvoEVECOYEREBjwIKkBkAESgAe4AAEAf4AAEAewAAECJgAAECJgAAEEFoAAECJwAAECJwAAECJoAAECJoAAECJoAAEBOQAAEE3gBBkDIAEVEAgoAAEEKIAAECIwEREDx4GKUAfgAAICMIAAECMQAAECPIAAEE3YAAEAywAAEAewAAECMwAAAg,FhHvGlE0J1gABBOAACLwABIsBBlFOEGUU4QZIkoK0b6RUSOZERGPIKkZARKAe4ABB/gAEHsAASJgABImAAFBaAASJwABInAAEiaAASJoABImgAETkAAU3gQZMgEVEIKAAUKIABIjERE8eYpQfgACIwgAEjEAASPIABTdgAEMsAAQewABIzAAAg==,FhgAAAAGntBG2AAAB5HvGlFEAnWAAABBOAAAAi8AABAiwAQZBFOAQZBFOAQZAiSCCtAb6BFRAjmBERAY8CCpAZABEoAHuAABAH+AABAHsAABAiYAABAiYAABBBaAABAicAABAicAABAiaAABAiaAABAiaAABATkAABBN4AQZAyABFRAIKAABBCiAABAiMBERA8eBilAH4AACAjCAABAjEAABAjyAABBN2AABAMsAABAHsAABAjMAAAI=
Descriptor_Deck_Division_RFA_5_Panzer_multi,5. PANZERDIVISION,NATO,36,Descriptor_Deck_RFA_5_Panzer_multi,BVMJTZRQND,FhLzAaQUUBGQAAABF4AAABF4AAABMwAAEBBwCNwAwQB80AvACNkAvACNkAvACNgBfQCNgBOAA6wAdAAAABOoAAABFgAAABFgAAEBFAAAEBFIAAEBFQAAEBFQAAEBFYAAEBFYAAEBFYAAACF4AAACF4AAAAtYB84ApQB9ABYwAAEBPwAAEAt4B9AAVYAAABHQAAEBP4AAEBFYAAEBIoAAEBTQAAEBToAAAg==,FhLzCaQUUBGQAAABF4AAABF4AAABMwAAEBBwCNwAwQB80AvACNkAvACNkAvACNgBfQCNgBOAA6wAdAAAABOoAAABFgAAABFgAAEBFAAAEBFIAAEBFQAAEBFQAAEBFYAAEBFYAAEBFYAAACF4AAACF4AAAAtYB84ApQB9ABYwAAEBPwAAEAt4B9AAVYAAABHQAAEBP4AAEBFYAAEBIoAAEBTQAAEBToAAAg==,FhEo0gmojIAACLwAAIvAAAmYAAiDhG4GCD5oXgRsheBGyF4EbAvoRsCcAdYDoAAAnUAACLAAAIsAAIigAAiKQACIqAAIioAAiKwACIrAAIisAAELwAAQvAAAWsPnBSg+gLGAAIn4AAhbw+gCrAAAjoAAifwACIrAAIkUAAimgACKdAABAA==,FhgAAAAGntBG2AAAB5Eo0gooCMgAAACLwAAACLwAAACZgAAICDgEbgBggD5oBeAEbIBeAEbIBeAEbAC+gEbACcAB1gA6AAAACdQAAACLAAAACLAAAICKAAAICKQAAICKgAAICKgAAICKwAAICKwAAICKwAAAELwAAAELwAAABawD5wBSgD6ACxgAAICfgAAIBbwD6AAqwAAACOgAAICfwAAICKwAAICRQAAICmgAAICnQAABAA==
Descriptor_Deck_Division_FR_5e_Blindee_multi,5E DIVISION BLINDEE,NATO,34,Descriptor_Deck_FR_5e_Blindee_multi,PIGNWYDHJI,FhLzAaIUQCHQAAACHQAAAAk4AAEBwoBQQCGYBQUCDQBTUCDYBTUBfABTkBj4BTkCHgAAECHgAAAAhgAAAAhgAAECDAAAECDAAAEAqIAAEAqIAAEAqIAAEAqIAAECC4AAACHAEPoCvwEPkAyoAAECIAAAACGAEPUAiAAAECGgAAEAiQAAEAkwAAICM4AAECIIAAICDgBIUBxoAAEBxoAAAg==,FhLzCaIUQCHQAAACHQAAAAk4AAEBwoBQQCGYBQUCDQBTUCDYBTUBfABTkBj4BTkCHgAAECHgAAAAhgAAAAhgAAECDAAAECDAAAEAqIAAEAqIAAEAqIAAEAqIAAECC4AAACHAEPoCvwEPkAyoAAECIAAAACGAEPUAiAAAECGgAAEAiQAAEAkwAAICM4AAECIIAAICDgBIUBxoAAEBxoAAAg==,FhF0aITQh0AACHQAACTgAEcKFBCGYUFINBTUg2FNRfAU5GPhTkh4AASHgAACGAAAIYAASDAABIMAAEKiAAQqIABCogAEKiAASC4AAIcEPor8Q+QyoABIgAAAhgQ9QiAABIaAAEIkAAQkwACIzgAEiCAAiDgSFHGgAEcaAACA,FhgAAAAGntBG2AAAB5F0aIUQCHQAAACHQAAAAk4AAEBwoBQQCGYBQUCDQBTUCDYBTUBfABTkBj4BTkCHgAAECHgAAAAhgAAAAhgAAECDAAAECDAAAEAqIAAEAqIAAEAqIAAEAqIAAECC4AAACHAEPoCvwEPkAyoAAECIAAAACGAEPUAiAAAECGgAAEAiQAAEAkwAAICM4AAECIIAAICDgBIUBxoAAEBxoAAAgA==
Descriptor_Deck_Division_RFA_6_PzGrenadier_multi,6. PZ.GRENADIER-DIVISION,NATO,37,Descriptor_Deck_RFA_6_PzGrenadier_multi,SEGMXQFLEH,FhLzAaUUUBGQAAAF8gAAABF4AAEGLwISEAvACNkIX4CNkIYACNkF9wL5UAu4ISEBN4A60F94L5QBfQB9ABFgAAABGAAAEBE4AAEFIIAAEAdgAAEF8AAAIA+IAAAAdoAAABOgAAEF9AAAMF8QAAMAtgMWsAtgL5QF9oL5QC3gAAAAVYAAAF84DBkAt4B9EBQAAAEIXYAAEIXQAAEF9gAAEF9YAAEF9QAAEF9IAAAg,FhLzCaUUUBGQAAAF8gAAABF4AAEGLwISEAvACNkIX4CNkIYACNkF9wL5UAu4ISEBN4A60F94L5QBfQB9ABFgAAABGAAAEBE4AAEFIIAAEAdgAAEF8AAAIA+IAAAAdoAAABOgAAEF9AAAMF8QAAMAtgMWsAtgL5QF9oL5QC3gAAAAVYAAAF84DBkAt4B9EBQAAAEIXYAAEIXQAAEF9gAAEF9YAAEF9QAAEF9IAAAg,FhJyJpRNRGQAAXyAAAReAAWLyEhC8CNmF+I2YYAjZX3L5ULuhIRN4OtX3r5QX0H0BFgAAEYAAEROAAVIIABB2AAFfAAAg+IAAB2gAAToAAV9AADXxAAMLYxawti+UX2r5Qt4AAAVYAAXzjBkLeH0RQAABhdgAGF0AAV9gABX1gAFfUAAV9IAAIA=,FhgAAAAGntBG2AAAB5JyJpRRQEZAAAAXyAAAAEXgAAQYvAhIQC8AI2QhfgI2QhgAI2QX3AvlQC7ghIQE3gDrQX3gvlAF9AH0AEWAAAAEYAAAQETgAAQUggAAQB2AAAQXwAAAgD4gAAAB2gAAAE6AAAQX0AAAwXxAAAwC2AxawC2AvlAX2gvlALeAAAABVgAAAXzgMGQC3gH0QFAAAAQhdgAAQhdAAAQX2AAAQX1gAAQX1AAAQX0gAACA
Descriptor_Deck_Division_FR_6e_Blindee_Legere_multi,6E DIVISION LEGERE BLINDEE,NATO,35,Descriptor_Deck_FR_6e_Blindee_Legere_multi,YIYIKRQBLN,FhLzAaMUUCH4AAAFB4AAIDy4LDoFCAEmkDzALDkDzALDkDywLDkCD4BQUDzoJ50FfgBNgCtoGZkDyoAAEDnIAAEDnIAAEDnQAAEDnQAAEDnQAAEFhoAAEEYoAAEFiQAAAAp4AAEFfIK+gChoAAACGABNkFfwJ50AigAAEBxoAAIAiQAAEAkYAAEAkYAAECQAAAEEXAAAEFiAAAEFioAAAFB4AAAg,FhLzCaMUUCH4AAAFB4AAIDy4LDoFCAEmkDzALDkDzALDkDywLDkCD4BQUDzoJ50FfgBNgCtoGZkDyoAAEDnIAAEDnIAAEDnQAAEDnQAAEDnQAAEFhoAAEEYoAAEFiQAAAAp4AAEFfIK+gChoAAACGABNkFfwJ50AigAAEBxoAAIAiQAAEAkYAAEAkYAAECQAAAEEXAAAEFiAAAEFioAAAFB4AAAg,FhIxTRiakPwAAoPAAR5dYdKECTSeYWHJ5hYcnllhyQfCgp51POq/AmwVtMzJ5UAAnOQACc5AAJzoAAnOgACc6AAKw0AAoxQACsSAAAU8AAq+VfQUNAABDAJsq/k86EUAAI40ABBEgACEjAAISMAAkgAACi4AAKxAAArFQAAoPAABAA==,FhgAAAAGntBG2AAAB5IxTRiigQ/AAAAoPAABAeXBYdAoQAk0geYBYcgeYBYcgeWBYcgQfAKCgedBPOgr8AJsAVtAzMgeVAAAgc5AAAgc5AAAgc6AAAgc6AAAgc6AAAgsNAAAgjFAAAgsSAAAAFPAAAgr5BX0AUNAAAAQwAJsgr+BPOgEUAAAgONAABAESAAAgEjAAAgEjAAAgSAAAAgi4AAAgsQAAAgsVAAAAoPAAAEA
Descriptor_Deck_Division_US_6th_Light_multi,6TH INFANTRY DIVISION (LIGHT),NATO,37,Descriptor_Deck_US_6th_Light_multi,WGTUVQYDKY,FhLzAaUUQCg4AAAAX4AAAFQQAAEAHAAAEC8QLQkC8gLQkFSIEEEEngBj0ElgBj4BnAEEEBngEEEBnIEEMFVwBiEBgAAe0FWQBiEAlYAe0AlYAewD7IAAEFP4AAEAVAAAIFSgBM4FSQKfIBEwAOUFPoAAEFPoAAEFQ4AAAEAIBj0CjoBiEBooBiEAFgAAEAFgAAECBoAAEFRQAAEFXoAAEFX4AAEFXgAAEAVAAAAg,FhLzCaUUQCg4AAAAX4AAAFQQAAEAHAAAEC8QLQkC8gLQkFSIEEEEngBj0ElgBj4BnAEEEBngEEEBnIEEMFVwBiEBgAAe0FWQBiEAlYAe0AlYAewD7IAAEFP4AAEAVAAAIFSgBM4FSQKfIBEwAOUFPoAAEFPoAAEFQ4AAAEAIBj0CjoBiEBooBiEAFgAAEAFgAAECBoAAEFRQAAEFXoAAEFX4AAEFXgAAEAVAAAAg,FhJn5pRNCg4AABfgABUEAAQHAABLxLQkvItCVSJBBSeBj1JYGPhnBBBGeEEEZyQQ1VwYhGAAe1VkGIQlYHtCVgew+yAAVP4ABBUAAJUoEzlSSnyETAOVT6AAVPoABVDgABACGPSjoYhGihiEBYAAQFgABIGgAFUUAAVXoABVfgAFV4AAQVAAAIA=,FhgAAAAGntBG2AAAB5Jn5pRRAKDgAAABfgAAAVBAAAQAcAAAQLxAtCQLyAtCQVIgQQQSeAGPQSWAGPgGcAQQQGeAQQQGcgQQwVXAGIQGAAB7QVZAGIQCVgB7QCVgB7APsgAAQU/gAAQBUAAAgVKAEzgVJAp8gETAA5QU+gAAQU+gAAQVDgAAAQAgGPQKOgGIQGigGIQAWAAAQAWAAAQIGgAAQVFAAAQVegAAQVfgAAQVeAAAQBUAAACA
Descriptor_Deck_Division_US_82nd_Airborne_multi,82ND AIRBORNE DIVISION,NATO,36,Descriptor_Deck_US_82nd_Airborne_multi,CAJUCIFHGO,FhLzAaQUUAY4AAAAX4AAEAZYAAIBkgEEEBnIEEEBngEEEBngEEECEYAe0Bt4Ae0BgAAe4AyAAOkBqAEEEBnYBMkEEQAAEAGoAAEBqwAAMAGAAAIBZYAAEA2IAAEAF4AAEBqoAAEBqoAAEBqoAAEBqYAAEBq4Ae0AG4AAEA4oAAEA4AAAEA4QAAEBmIAAEA5gAAEErwAOgAGQAAEErwAOgAGQAAEEEIAAAg==,FhLzCaQUUAY4AAAAX4AAEAZYAAIBkgEEEBnIEEEBngEEEBngEEECEYAe0Bt4Ae0BgAAe4AyAAOkBqAEEEBnYBMkEEQAAEAGoAAEBqwAAMAGAAAIBZYAAEA2IAAEAF4AAEBqoAAEBqoAAEBqoAAEBqYAAEBq4Ae0AG4AAEA4oAAEA4AAAEA4QAAEBmIAAEA5gAAEErwAOgAGQAAEErwAOgAGQAAEEEIAAAg==,FhFwaQTUGOAAAX4ABBlgAIZIQQRnJBBGeEEEZ4QQSEYHtG3ge0YAB7gyADpGoEEEZ2EyUEQABAagAEasAAwGAACFlgAENiAAQF4ABGqgAEaqAARqoABGpgAEauB7QG4ABDigAEOAAAQ4QABGYgAEOYAAUrwDoAZAAFK8A6AGQABQQgAAgA==,FhgAAAAGntBG2AAAB5FwaQUUAY4AAAAX4AAEAZYAAIBkgEEEBnIEEEBngEEEBngEEECEYAe0Bt4Ae0BgAAe4AyAAOkBqAEEEBnYBMkEEQAAEAGoAAEBqwAAMAGAAAIBZYAAEA2IAAEAF4AAEBqoAAEBqoAAEBqoAAEBqYAAEBq4Ae0AG4AAEA4oAAEA4AAAEA4QAAEBmIAAEA5gAAEErwAOgAGQAAEErwAOgAGQAAEEEIAAAgA==
Descriptor_Deck_Division_US_8th_Inf_multi,8TH INFANTRY DIVISION (MECH.),NATO,35,Descriptor_Deck_US_8th_Inf_multi,QQYUUBQMEO,FhLzAaMUUAYoAFkARIAFkAlwBhkAlwBhgAQ4AFgBf4BjwBf4Bj0AYYBj4Aa4AOkAxIAAAAEwAAEA+QAAAADYAAAADYAAAARgBhYBEwAe0AEAAAEAGwAAEAlIBj0AlIBj0ADIAAABooBiEAFgAAEAFgAAAACQAAAACQAAAAB4AAEA5YAAEByoAAEA4IAAEA4YAAAADYAAAAX4AAAAX4AAAABoAAAg,FhLzCaMUUAYoAFkARIAFkAlwBhkAlwBhgAQ4AFgBf4BjwBf4Bj0AYYBj4Aa4AOkAxIAAAAEwAAEA+QAAAADYAAAADYAAAARgBhYBEwAe0AEAAAEAGwAAEAlIBj0AlIBj0ADIAAABooBiEAFgAAEAFgAAAACQAAAACQAAAAB4AAEA5YAAEByoAAEA4IAAEA4YAAAADYAAAAX4AAAAX4AAAABoAAAg,FhE40YmoMUAsgiQCyEuDDIS4MMAhwCwL/DHgv8Megwwx8DXAdIYkAAAJgACHyAAABsAAAGwAACMDCwiYD2gIAACA2AAISkMehKQx6AZAAA0UMQgLAACAsAAABIAAAEgAAAPAAIcsAAjlQACHBAAIcMAAAGwAAC/AAAL8AAADQAAQ,FhgAAAAGntBG2AAAB5E40YooAxQALIAiQALIBLgDDIBLgDDAAhwALAC/wDHgC/wDHoAwwDHwA1wAdIBiQAAAAJgAAIB8gAAAAGwAAAAGwAAAAjADCwCJgA9oAIAAAIANgAAIBKQDHoBKQDHoAGQAAADRQDEIALAAAIALAAAAAEgAAAAEgAAAADwAAIBywAAIDlQAAIBwQAAIBwwAAAAGwAAAAvwAAAAvwAAAADQAABA=
Descriptor_Deck_Division_US_9th_Mot_multi,9TH INFANTRY DIVISION (MOT.),NATO,36,Descriptor_Deck_US_9th_Mot_multi,VNHPMSAWYT,FhLzAaQMYF4gDEALyAGIAXjAMRAGGCXeAtAAx8CWYKjYHgwTXQTAAmuAk9AAABLUAAAB9gAAEAxIAAIIhAAAQRCAAAgAmAABAFQAACBQYAAEEAQBj4IhQStwKagAAgU3AABA8iAACASkE9sCkQBiIFtAAAQAXAAAgAsAABAgaAACBrMAAEA5IAAABvgAAQG/gntgrOBPaAoOAAABQcAAAAX4AAAg,FhLzCaQMYF4gDEALyAGIAXjAMRAGGCXeAtAAx8CWYKjYHgwTXQTAAmuAk9AAABLUAAAB9gAAEAxIAAIIhAAAQRCAAAgAmAABAFQAACBQYAAEEAQBj4IhQStwKagAAgU3AABA8iAACASkE9sCkQBiIFtAAAQAXAAAgAsAABAgaAACBrMAAEA5IAAABvgAAQG/gntgrOBPaAoOAAABQcAAAAX4AAAg,FhHsmkC2XiDEC8gYgXjDEQYaXeLQDHyWao2eDTXUwCa4k9AAEtQAAfYAAQxIACiEAAUQgACAmAAQVAACUGAAUAQY+iFStymoACU3AATyIACEpT2ykQYiW0AAQFwACAsAASBoACazAAQ5IAAG+AARv6e2rOT2ig4AAUHAAAX4AAI=,FhgAAAAGntBG2AAAB5HsmkDGBeIAxAC8gBiAF4wDEQBhgl3gLQAMfAlmCo2B4ME10EwAJrgJPQAAAS1AAAAfYAABAMSAACCIQAAEEQgAAIAJgAAQBUAAAgUGAABBAEAY+CIUErcCmoAAIFNwAAQPIgAAgEpBPbApEAYiBbQAAEAFwAAIALAAAQIGgAAgazAABAOSAAAAb4AAEBv4J7YKzgT2gKDgAAAUHAAAAF+AAAI=
